SEX,GEO,TIME,AGE,UNIT,ISCED11,Value,FlagFootnotes
T,NL,2010,Y15-64,PC,ED0-2,31.9,b
T,NL,2010,Y15-64,PC,ED3-8,68.1,b
T,NL,2010,Y15-64,PC,ED3_4,40.4,b
T,NL,2010,Y15-64,PC,ED5-8,27.7,b
T,NL,2011,Y15-64,PC,ED0-2,31.6,b
T,NL,2011,Y15-64,PC,ED3-8,68.4,b
T,NL,2011,Y15-64,PC,ED3_4,40.4,b
T,NL,2011,Y15-64,PC,ED5-8,28.0,b
T,NL,2012,Y15-64,PC,ED0-2,30.8,
T,NL,2012,Y15-64,PC,ED3-8,69.2,
T,NL,2012,Y15-64,PC,ED3_4,40.6,
T,NL,2012,Y15-64,PC,ED5-8,28.6,
T,NL,2013,Y15-64,PC,ED0-2,29.0,b
T,NL,2013,Y15-64,PC,ED3-8,71.0,b
T,NL,2013,Y15-64,PC,ED3_4,41.6,b
T,NL,2013,Y15-64,PC,ED5-8,29.3,b
T,NL,2014,Y15-64,PC,ED0-2,28.8,b
T,NL,2014,Y15-64,PC,ED3-8,71.2,b
T,NL,2014,Y15-64,PC,ED3_4,41.4,b
T,NL,2014,Y15-64,PC,ED5-8,29.7,b
T,NL,2015,Y15-64,PC,ED0-2,28.4,
T,NL,2015,Y15-64,PC,ED3-8,71.6,
T,NL,2015,Y15-64,PC,ED3_4,41.1,
T,NL,2015,Y15-64,PC,ED5-8,30.5,
T,AT,2006,Y15-64,PC,ED0-2,25.0,b
T,AT,2006,Y15-64,PC,ED3-8,75.0,b
T,AT,2006,Y15-64,PC,ED3_4,60.3,b
T,AT,2006,Y15-64,PC,ED5-8,14.7,b
T,AT,2007,Y15-64,PC,ED0-2,25.4,
T,AT,2007,Y15-64,PC,ED3-8,74.6,
T,AT,2007,Y15-64,PC,ED3_4,60.0,
T,AT,2007,Y15-64,PC,ED5-8,14.6,
T,AT,2008,Y15-64,PC,ED0-2,24.6,
T,AT,2008,Y15-64,PC,ED3-8,75.4,
T,AT,2008,Y15-64,PC,ED3_4,60.4,
T,AT,2008,Y15-64,PC,ED5-8,15.0,
T,AT,2009,Y15-64,PC,ED0-2,23.8,
T,AT,2009,Y15-64,PC,ED3-8,76.2,
T,AT,2009,Y15-64,PC,ED3_4,60.2,
T,AT,2009,Y15-64,PC,ED5-8,16.0,
T,AT,2010,Y15-64,PC,ED0-2,23.2,
T,AT,2010,Y15-64,PC,ED3-8,76.8,
T,AT,2010,Y15-64,PC,ED3_4,60.5,
T,AT,2010,Y15-64,PC,ED5-8,16.2,
T,AT,2011,Y15-64,PC,ED0-2,23.1,
T,AT,2011,Y15-64,PC,ED3-8,76.9,
T,AT,2011,Y15-64,PC,ED3_4,60.6,
T,AT,2011,Y15-64,PC,ED5-8,16.3,
T,AT,2012,Y15-64,PC,ED0-2,22.4,
T,AT,2012,Y15-64,PC,ED3-8,77.6,
T,AT,2012,Y15-64,PC,ED3_4,60.8,
T,AT,2012,Y15-64,PC,ED5-8,16.9,
T,AT,2013,Y15-64,PC,ED0-2,22.2,
T,AT,2013,Y15-64,PC,ED3-8,77.8,
T,AT,2013,Y15-64,PC,ED3_4,60.2,
T,AT,2013,Y15-64,PC,ED5-8,17.7,
T,AT,2014,Y15-64,PC,ED0-2,20.3,b
T,AT,2014,Y15-64,PC,ED3-8,79.7,b
T,AT,2014,Y15-64,PC,ED3_4,52.4,b
T,AT,2014,Y15-64,PC,ED5-8,27.4,b
T,AT,2015,Y15-64,PC,ED0-2,19.6,
T,AT,2015,Y15-64,PC,ED3-8,80.4,
T,AT,2015,Y15-64,PC,ED3_4,52.3,
T,AT,2015,Y15-64,PC,ED5-8,28.1,
T,PL,2006,Y15-64,PC,ED0-2,21.0,
T,PL,2006,Y15-64,PC,ED3-8,79.0,
T,PL,2006,Y15-64,PC,ED3_4,64.2,
T,PL,2006,Y15-64,PC,ED5-8,14.9,
T,PL,2007,Y15-64,PC,ED0-2,20.4,
T,PL,2007,Y15-64,PC,ED3-8,79.6,
T,PL,2007,Y15-64,PC,ED3_4,63.9,
T,PL,2007,Y15-64,PC,ED5-8,15.7,
T,PL,2008,Y15-64,PC,ED0-2,19.6,
T,PL,2008,Y15-64,PC,ED3-8,80.4,
T,PL,2008,Y15-64,PC,ED3_4,63.8,
T,PL,2008,Y15-64,PC,ED5-8,16.5,
T,PL,2009,Y15-64,PC,ED0-2,18.7,
T,PL,2009,Y15-64,PC,ED3-8,81.3,
T,PL,2009,Y15-64,PC,ED3_4,63.2,
T,PL,2009,Y15-64,PC,ED5-8,18.1,
T,PL,2010,Y15-64,PC,ED0-2,18.0,b
T,PL,2010,Y15-64,PC,ED3-8,82.0,b
T,PL,2010,Y15-64,PC,ED3_4,62.6,b
T,PL,2010,Y15-64,PC,ED5-8,19.4,b
T,PL,2011,Y15-64,PC,ED0-2,17.5,
T,PL,2011,Y15-64,PC,ED3-8,82.5,
T,PL,2011,Y15-64,PC,ED3_4,62.2,
T,PL,2011,Y15-64,PC,ED5-8,20.3,
T,PL,2012,Y15-64,PC,ED0-2,16.7,
T,PL,2012,Y15-64,PC,ED3-8,83.3,
T,PL,2012,Y15-64,PC,ED3_4,61.8,
T,PL,2012,Y15-64,PC,ED5-8,21.5,
T,PL,2013,Y15-64,PC,ED0-2,16.1,
T,PL,2013,Y15-64,PC,ED3-8,83.9,
T,PL,2013,Y15-64,PC,ED3_4,61.3,
T,PL,2013,Y15-64,PC,ED5-8,22.6,
T,PL,2014,Y15-64,PC,ED0-2,15.5,b
T,PL,2014,Y15-64,PC,ED3-8,84.5,b
T,PL,2014,Y15-64,PC,ED3_4,60.7,b
T,PL,2014,Y15-64,PC,ED5-8,23.8,b
T,PL,2015,Y15-64,PC,ED0-2,15.2,
T,PL,2015,Y15-64,PC,ED3-8,84.8,
T,PL,2015,Y15-64,PC,ED3_4,60.3,
T,PL,2015,Y15-64,PC,ED5-8,24.4,
T,PT,2006,Y15-64,PC,ED0-2,71.7,
T,PT,2006,Y15-64,PC,ED3-8,28.3,
T,PT,2006,Y15-64,PC,ED3_4,16.7,
T,PT,2006,Y15-64,PC,ED5-8,11.7,
T,PT,2007,Y15-64,PC,ED0-2,71.4,
T,PT,2007,Y15-64,PC,ED3-8,28.6,
T,PT,2007,Y15-64,PC,ED3_4,16.6,
T,PT,2007,Y15-64,PC,ED5-8,12.0,
T,PT,2008,Y15-64,PC,ED0-2,70.8,
T,PT,2008,Y15-64,PC,ED3-8,29.2,
T,PT,2008,Y15-64,PC,ED3_4,16.6,
T,PT,2008,Y15-64,PC,ED5-8,12.6,
T,PT,2009,Y15-64,PC,ED0-2,69.2,
T,PT,2009,Y15-64,PC,ED3-8,30.8,
T,PT,2009,Y15-64,PC,ED3_4,17.7,
T,PT,2009,Y15-64,PC,ED5-8,13.1,
T,PT,2010,Y15-64,PC,ED0-2,67.3,
T,PT,2010,Y15-64,PC,ED3-8,32.7,
T,PT,2010,Y15-64,PC,ED3_4,18.8,
T,PT,2010,Y15-64,PC,ED5-8,13.9,
T,PT,2011,Y15-64,PC,ED0-2,64.2,b
T,PT,2011,Y15-64,PC,ED3-8,35.8,b
T,PT,2011,Y15-64,PC,ED3_4,20.3,b
T,PT,2011,Y15-64,PC,ED5-8,15.5,b
T,PT,2012,Y15-64,PC,ED0-2,61.6,
T,PT,2012,Y15-64,PC,ED3-8,38.4,
T,PT,2012,Y15-64,PC,ED3_4,21.7,
T,PT,2012,Y15-64,PC,ED5-8,16.7,
T,PT,2013,Y15-64,PC,ED0-2,59.4,
T,PT,2013,Y15-64,PC,ED3-8,40.6,
T,PT,2013,Y15-64,PC,ED3_4,23.0,
T,PT,2013,Y15-64,PC,ED5-8,17.6,
T,PT,2014,Y15-64,PC,ED0-2,56.3,b
T,PT,2014,Y15-64,PC,ED3-8,43.7,b
T,PT,2014,Y15-64,PC,ED3_4,24.0,b
T,PT,2014,Y15-64,PC,ED5-8,19.7,b
T,PT,2015,Y15-64,PC,ED0-2,54.4,
T,PT,2015,Y15-64,PC,ED3-8,45.6,
T,PT,2015,Y15-64,PC,ED3_4,24.9,
T,PT,2015,Y15-64,PC,ED5-8,20.7,
T,RO,2006,Y15-64,PC,ED0-2,32.1,
T,RO,2006,Y15-64,PC,ED3-8,67.9,
T,RO,2006,Y15-64,PC,ED3_4,58.4,
T,RO,2006,Y15-64,PC,ED5-8,9.6,
T,RO,2007,Y15-64,PC,ED0-2,30.9,
T,RO,2007,Y15-64,PC,ED3-8,69.1,
T,RO,2007,Y15-64,PC,ED3_4,59.1,
T,RO,2007,Y15-64,PC,ED5-8,9.9,
T,RO,2008,Y15-64,PC,ED0-2,30.2,
T,RO,2008,Y15-64,PC,ED3-8,69.8,
T,RO,2008,Y15-64,PC,ED3_4,59.2,
T,RO,2008,Y15-64,PC,ED5-8,10.7,
T,RO,2009,Y15-64,PC,ED0-2,30.2,
T,RO,2009,Y15-64,PC,ED3-8,69.8,
T,RO,2009,Y15-64,PC,ED3_4,58.6,
T,RO,2009,Y15-64,PC,ED5-8,11.2,
T,RO,2010,Y15-64,PC,ED0-2,30.6,b
T,RO,2010,Y15-64,PC,ED3-8,69.4,b
T,RO,2010,Y15-64,PC,ED3_4,57.5,b
T,RO,2010,Y15-64,PC,ED5-8,11.9,b
T,RO,2011,Y15-64,PC,ED0-2,30.0,
T,RO,2011,Y15-64,PC,ED3-8,70.0,
T,RO,2011,Y15-64,PC,ED3_4,57.2,
T,RO,2011,Y15-64,PC,ED5-8,12.9,
T,RO,2012,Y15-64,PC,ED0-2,29.2,
T,RO,2012,Y15-64,PC,ED3-8,70.8,
T,RO,2012,Y15-64,PC,ED3_4,57.3,
T,RO,2012,Y15-64,PC,ED5-8,13.5,
T,RO,2013,Y15-64,PC,ED0-2,28.9,
T,RO,2013,Y15-64,PC,ED3-8,71.1,
T,RO,2013,Y15-64,PC,ED3_4,57.3,
T,RO,2013,Y15-64,PC,ED5-8,13.8,
T,RO,2014,Y15-64,PC,ED0-2,31.2,b
T,RO,2014,Y15-64,PC,ED3-8,68.8,b
T,RO,2014,Y15-64,PC,ED3_4,54.6,b
T,RO,2014,Y15-64,PC,ED5-8,14.2,b
T,RO,2015,Y15-64,PC,ED0-2,29.4,
T,RO,2015,Y15-64,PC,ED3-8,70.6,
T,RO,2015,Y15-64,PC,ED3_4,55.6,
T,RO,2015,Y15-64,PC,ED5-8,15.0,
T,SI,2006,Y15-64,PC,ED0-2,22.8,
T,SI,2006,Y15-64,PC,ED3-8,77.2,
T,SI,2006,Y15-64,PC,ED3_4,59.4,
T,SI,2006,Y15-64,PC,ED5-8,17.8,
T,SI,2007,Y15-64,PC,ED0-2,22.2,
T,SI,2007,Y15-64,PC,ED3-8,77.8,
T,SI,2007,Y15-64,PC,ED3_4,59.3,
T,SI,2007,Y15-64,PC,ED5-8,18.5,
T,SI,2008,Y15-64,PC,ED0-2,21.9,
T,SI,2008,Y15-64,PC,ED3-8,78.1,
T,SI,2008,Y15-64,PC,ED3_4,59.2,
T,SI,2008,Y15-64,PC,ED5-8,19.0,
T,SI,2009,Y15-64,PC,ED0-2,20.8,
T,SI,2009,Y15-64,PC,ED3-8,79.2,
T,SI,2009,Y15-64,PC,ED3_4,59.6,
T,SI,2009,Y15-64,PC,ED5-8,19.6,
T,SI,2010,Y15-64,PC,ED0-2,20.9,
T,SI,2010,Y15-64,PC,ED3-8,79.1,
T,SI,2010,Y15-64,PC,ED3_4,58.9,
T,SI,2010,Y15-64,PC,ED5-8,20.2,
T,SI,2011,Y15-64,PC,ED0-2,19.7,
T,SI,2011,Y15-64,PC,ED3-8,80.3,
T,SI,2011,Y15-64,PC,ED3_4,58.8,
T,SI,2011,Y15-64,PC,ED5-8,21.6,
T,SI,2012,Y15-64,PC,ED0-2,19.0,
T,SI,2012,Y15-64,PC,ED3-8,81.0,
T,SI,2012,Y15-64,PC,ED3_4,58.0,
T,SI,2012,Y15-64,PC,ED5-8,23.0,
T,SI,2013,Y15-64,PC,ED0-2,18.5,
T,SI,2013,Y15-64,PC,ED3-8,81.5,
T,SI,2013,Y15-64,PC,ED3_4,57.1,
T,SI,2013,Y15-64,PC,ED5-8,24.4,
T,SI,2014,Y15-64,PC,ED0-2,18.4,b
T,SI,2014,Y15-64,PC,ED3-8,81.6,b
T,SI,2014,Y15-64,PC,ED3_4,56.5,b
T,SI,2014,Y15-64,PC,ED5-8,25.1,b
T,SI,2015,Y15-64,PC,ED0-2,17.4,
T,SI,2015,Y15-64,PC,ED3-8,82.6,
T,SI,2015,Y15-64,PC,ED3_4,55.9,
T,SI,2015,Y15-64,PC,ED5-8,26.6,
T,SK,2006,Y15-64,PC,ED0-2,18.9,
T,SK,2006,Y15-64,PC,ED3-8,81.1,
T,SK,2006,Y15-64,PC,ED3_4,69.2,
T,SK,2006,Y15-64,PC,ED5-8,11.9,
T,SK,2007,Y15-64,PC,ED0-2,18.4,
T,SK,2007,Y15-64,PC,ED3-8,81.6,
T,SK,2007,Y15-64,PC,ED3_4,69.7,
T,SK,2007,Y15-64,PC,ED5-8,11.9,
T,SK,2008,Y15-64,PC,ED0-2,17.6,
T,SK,2008,Y15-64,PC,ED3-8,82.4,
T,SK,2008,Y15-64,PC,ED3_4,70.1,
T,SK,2008,Y15-64,PC,ED5-8,12.3,
T,SK,2009,Y15-64,PC,ED0-2,16.5,
T,SK,2009,Y15-64,PC,ED3-8,83.5,
T,SK,2009,Y15-64,PC,ED3_4,70.1,
T,SK,2009,Y15-64,PC,ED5-8,13.4,
T,SK,2010,Y15-64,PC,ED0-2,16.3,
T,SK,2010,Y15-64,PC,ED3-8,83.7,
T,SK,2010,Y15-64,PC,ED3_4,68.7,
T,SK,2010,Y15-64,PC,ED5-8,15.1,
T,SK,2011,Y15-64,PC,ED0-2,15.7,b
T,SK,2011,Y15-64,PC,ED3-8,84.3,b
T,SK,2011,Y15-64,PC,ED3_4,68.0,b
T,SK,2011,Y15-64,PC,ED5-8,16.4,b
T,SK,2012,Y15-64,PC,ED0-2,15.0,
T,SK,2012,Y15-64,PC,ED3-8,85.0,
T,SK,2012,Y15-64,PC,ED3_4,68.0,
T,SK,2012,Y15-64,PC,ED5-8,17.0,
T,SK,2013,Y15-64,PC,ED0-2,14.7,
T,SK,2013,Y15-64,PC,ED3-8,85.3,
T,SK,2013,Y15-64,PC,ED3_4,67.5,
T,SK,2013,Y15-64,PC,ED5-8,17.7,
T,SK,2014,Y15-64,PC,ED0-2,15.2,b
T,SK,2014,Y15-64,PC,ED3-8,84.8,b
T,SK,2014,Y15-64,PC,ED3_4,66.7,b
T,SK,2014,Y15-64,PC,ED5-8,18.1,b
T,SK,2015,Y15-64,PC,ED0-2,14.6,
T,SK,2015,Y15-64,PC,ED3-8,85.4,
T,SK,2015,Y15-64,PC,ED3_4,66.5,
T,SK,2015,Y15-64,PC,ED5-8,18.9,
T,FI,2006,Y15-64,PC,ED0-2,26.2,
T,FI,2006,Y15-64,PC,ED3-8,73.8,
T,FI,2006,Y15-64,PC,ED3_4,44.8,
T,FI,2006,Y15-64,PC,ED5-8,29.0,
T,FI,2007,Y15-64,PC,ED0-2,25.4,
T,FI,2007,Y15-64,PC,ED3-8,74.6,
T,FI,2007,Y15-64,PC,ED3_4,44.6,
T,FI,2007,Y15-64,PC,ED5-8,30.0,
T,FI,2008,Y15-64,PC,ED0-2,25.1,
T,FI,2008,Y15-64,PC,ED3-8,74.9,
T,FI,2008,Y15-64,PC,ED3_4,44.6,
T,FI,2008,Y15-64,PC,ED5-8,30.2,
T,FI,2009,Y15-64,PC,ED0-2,24.4,
T,FI,2009,Y15-64,PC,ED3-8,75.6,
T,FI,2009,Y15-64,PC,ED3_4,44.7,
T,FI,2009,Y15-64,PC,ED5-8,30.9,
T,FI,2010,Y15-64,PC,ED0-2,23.6,
T,FI,2010,Y15-64,PC,ED3-8,76.4,
T,FI,2010,Y15-64,PC,ED3_4,44.8,
T,FI,2010,Y15-64,PC,ED5-8,31.6,
T,FI,2011,Y15-64,PC,ED0-2,22.9,
T,FI,2011,Y15-64,PC,ED3-8,77.1,
T,FI,2011,Y15-64,PC,ED3_4,44.6,
T,FI,2011,Y15-64,PC,ED5-8,32.5,
T,FI,2012,Y15-64,PC,ED0-2,21.8,
T,FI,2012,Y15-64,PC,ED3-8,78.2,
T,FI,2012,Y15-64,PC,ED3_4,45.4,
T,FI,2012,Y15-64,PC,ED5-8,32.8,
T,FI,2013,Y15-64,PC,ED0-2,20.8,
T,FI,2013,Y15-64,PC,ED3-8,79.2,
T,FI,2013,Y15-64,PC,ED3_4,45.6,
T,FI,2013,Y15-64,PC,ED5-8,33.6,
T,FI,2014,Y15-64,PC,ED0-2,20.1,b
T,FI,2014,Y15-64,PC,ED3-8,79.9,b
T,FI,2014,Y15-64,PC,ED3_4,45.2,b
T,FI,2014,Y15-64,PC,ED5-8,34.7,b
T,FI,2015,Y15-64,PC,ED0-2,19.2,
T,FI,2015,Y15-64,PC,ED3-8,80.8,
T,FI,2015,Y15-64,PC,ED3_4,45.3,
T,FI,2015,Y15-64,PC,ED5-8,35.5,
T,SE,2006,Y15-64,PC,ED0-2,26.9,b
T,SE,2006,Y15-64,PC,ED3-8,73.1,b
T,SE,2006,Y15-64,PC,ED3_4,47.2,b
T,SE,2006,Y15-64,PC,ED5-8,25.9,b
T,SE,2007,Y15-64,PC,ED0-2,26.5,
T,SE,2007,Y15-64,PC,ED3-8,73.5,
T,SE,2007,Y15-64,PC,ED3_4,47.1,
T,SE,2007,Y15-64,PC,ED5-8,26.4,
T,SE,2008,Y15-64,PC,ED0-2,26.2,
T,SE,2008,Y15-64,PC,ED3-8,73.8,
T,SE,2008,Y15-64,PC,ED3_4,47.0,
T,SE,2008,Y15-64,PC,ED5-8,26.9,
T,SE,2009,Y15-64,PC,ED0-2,25.4,
T,SE,2009,Y15-64,PC,ED3-8,74.6,
T,SE,2009,Y15-64,PC,ED3_4,47.0,
T,SE,2009,Y15-64,PC,ED5-8,27.6,
T,SE,2010,Y15-64,PC,ED0-2,25.0,
T,SE,2010,Y15-64,PC,ED3-8,75.0,
T,SE,2010,Y15-64,PC,ED3_4,46.7,
T,SE,2010,Y15-64,PC,ED5-8,28.2,
T,SE,2011,Y15-64,PC,ED0-2,24.4,
T,SE,2011,Y15-64,PC,ED3-8,75.6,
T,SE,2011,Y15-64,PC,ED3_4,46.5,
T,SE,2011,Y15-64,PC,ED5-8,29.1,
T,SE,2012,Y15-64,PC,ED0-2,23.8,
T,SE,2012,Y15-64,PC,ED3-8,76.2,
T,SE,2012,Y15-64,PC,ED3_4,46.1,
T,SE,2012,Y15-64,PC,ED5-8,30.1,
T,SE,2013,Y15-64,PC,ED0-2,22.9,
T,SE,2013,Y15-64,PC,ED3-8,77.1,
T,SE,2013,Y15-64,PC,ED3_4,45.7,
T,SE,2013,Y15-64,PC,ED5-8,31.4,
T,SE,2014,Y15-64,PC,ED0-2,22.1,b
T,SE,2014,Y15-64,PC,ED3-8,77.9,b
T,SE,2014,Y15-64,PC,ED3_4,45.0,b
T,SE,2014,Y15-64,PC,ED5-8,32.8,b
T,SE,2015,Y15-64,PC,ED0-2,21.6,
T,SE,2015,Y15-64,PC,ED3-8,78.4,
T,SE,2015,Y15-64,PC,ED3_4,44.4,
T,SE,2015,Y15-64,PC,ED5-8,34.0,
T,UK,2006,Y15-64,PC,ED0-2,27.5,
T,UK,2006,Y15-64,PC,ED3-8,72.5,
T,UK,2006,Y15-64,PC,ED3_4,44.9,
T,UK,2006,Y15-64,PC,ED5-8,27.6,
T,UK,2007,Y15-64,PC,ED0-2,27.0,b
T,UK,2007,Y15-64,PC,ED3-8,73.0,b
T,UK,2007,Y15-64,PC,ED3_4,44.3,b
T,UK,2007,Y15-64,PC,ED5-8,28.7,b
T,UK,2008,Y15-64,PC,ED0-2,26.9,b
T,UK,2008,Y15-64,PC,ED3-8,73.1,b
T,UK,2008,Y15-64,PC,ED3_4,44.4,b
T,UK,2008,Y15-64,PC,ED5-8,28.7,b
T,UK,2009,Y15-64,PC,ED0-2,25.7,
T,UK,2009,Y15-64,PC,ED3-8,74.3,
T,UK,2009,Y15-64,PC,ED3_4,44.2,
T,UK,2009,Y15-64,PC,ED5-8,30.0,
T,UK,2010,Y15-64,PC,ED0-2,24.1,b
T,UK,2010,Y15-64,PC,ED3-8,75.9,b
T,UK,2010,Y15-64,PC,ED3_4,44.2,b
T,UK,2010,Y15-64,PC,ED5-8,31.6,b
T,UK,2011,Y15-64,PC,ED0-2,23.8,b
T,UK,2011,Y15-64,PC,ED3-8,76.2,b
T,UK,2011,Y15-64,PC,ED3_4,43.0,b
T,UK,2011,Y15-64,PC,ED5-8,33.2,b
T,UK,2012,Y15-64,PC,ED0-2,22.2,
T,UK,2012,Y15-64,PC,ED3-8,77.8,
T,UK,2012,Y15-64,PC,ED3_4,43.1,
T,UK,2012,Y15-64,PC,ED5-8,34.6,
T,UK,2013,Y15-64,PC,ED0-2,21.7,
T,UK,2013,Y15-64,PC,ED3-8,78.3,
T,UK,2013,Y15-64,PC,ED3_4,42.7,
T,UK,2013,Y15-64,PC,ED5-8,35.6,
T,UK,2014,Y15-64,PC,ED0-2,20.9,b
T,UK,2014,Y15-64,PC,ED3-8,79.1,b
T,UK,2014,Y15-64,PC,ED3_4,42.5,b
T,UK,2014,Y15-64,PC,ED5-8,36.6,b
T,UK,2015,Y15-64,PC,ED0-2,20.3,
T,UK,2015,Y15-64,PC,ED3-8,79.7,
T,UK,2015,Y15-64,PC,ED3_4,42.1,
T,UK,2015,Y15-64,PC,ED5-8,37.6,
T,IS,2006,Y15-64,PC,ED0-2,43.8,u
T,IS,2006,Y15-64,PC,ED3-8,56.2,u
T,IS,2006,Y15-64,PC,ED3_4,32.2,u
T,IS,2006,Y15-64,PC,ED5-8,24.0,u
T,IS,2007,Y15-64,PC,ED0-2,42.8,
T,IS,2007,Y15-64,PC,ED3-8,57.2,
T,IS,2007,Y15-64,PC,ED3_4,32.4,
T,IS,2007,Y15-64,PC,ED5-8,24.8,
T,IS,2008,Y15-64,PC,ED0-2,42.5,
T,IS,2008,Y15-64,PC,ED3-8,57.5,
T,IS,2008,Y15-64,PC,ED3_4,32.0,
T,IS,2008,Y15-64,PC,ED5-8,25.5,
T,IS,2009,Y15-64,PC,ED0-2,41.2,
T,IS,2009,Y15-64,PC,ED3-8,58.8,
T,IS,2009,Y15-64,PC,ED3_4,32.3,
T,IS,2009,Y15-64,PC,ED5-8,26.5,
T,IS,2010,Y15-64,PC,ED0-2,40.6,
T,IS,2010,Y15-64,PC,ED3-8,59.4,
T,IS,2010,Y15-64,PC,ED3_4,33.0,
T,IS,2010,Y15-64,PC,ED5-8,26.3,
T,IS,2011,Y15-64,PC,ED0-2,36.9,
T,IS,2011,Y15-64,PC,ED3-8,63.1,
T,IS,2011,Y15-64,PC,ED3_4,35.7,
T,IS,2011,Y15-64,PC,ED5-8,27.4,
T,IS,2012,Y15-64,PC,ED0-2,36.5,
T,IS,2012,Y15-64,PC,ED3-8,63.5,
T,IS,2012,Y15-64,PC,ED3_4,35.1,
T,IS,2012,Y15-64,PC,ED5-8,28.5,
T,IS,2013,Y15-64,PC,ED0-2,35.2,
T,IS,2013,Y15-64,PC,ED3-8,64.8,
T,IS,2013,Y15-64,PC,ED3_4,35.5,
T,IS,2013,Y15-64,PC,ED5-8,29.3,
T,IS,2014,Y15-64,PC,ED0-2,33.6,b
T,IS,2014,Y15-64,PC,ED3-8,66.4,b
T,IS,2014,Y15-64,PC,ED3_4,36.2,b
T,IS,2014,Y15-64,PC,ED5-8,30.2,b
T,IS,2015,Y15-64,PC,ED0-2,32.5,
T,IS,2015,Y15-64,PC,ED3-8,67.5,
T,IS,2015,Y15-64,PC,ED3_4,35.8,
T,IS,2015,Y15-64,PC,ED5-8,31.7,
T,NO,2006,Y15-64,PC,ED0-2,29.3,b
T,NO,2006,Y15-64,PC,ED3-8,70.7,b
T,NO,2006,Y15-64,PC,ED3_4,42.4,b
T,NO,2006,Y15-64,PC,ED5-8,28.2,b
T,NO,2007,Y15-64,PC,ED0-2,29.3,
T,NO,2007,Y15-64,PC,ED3-8,70.7,
T,NO,2007,Y15-64,PC,ED3_4,41.5,
T,NO,2007,Y15-64,PC,ED5-8,29.2,
T,NO,2008,Y15-64,PC,ED0-2,27.2,
T,NO,2008,Y15-64,PC,ED3-8,72.8,
T,NO,2008,Y15-64,PC,ED3_4,42.6,
T,NO,2008,Y15-64,PC,ED5-8,30.2,
T,NO,2009,Y15-64,PC,ED0-2,26.1,
T,NO,2009,Y15-64,PC,ED3-8,73.9,
T,NO,2009,Y15-64,PC,ED3_4,43.2,
T,NO,2009,Y15-64,PC,ED5-8,30.7,
T,NO,2010,Y15-64,PC,ED0-2,25.7,
T,NO,2010,Y15-64,PC,ED3-8,74.3,
T,NO,2010,Y15-64,PC,ED3_4,42.9,
T,NO,2010,Y15-64,PC,ED5-8,31.4,
T,NO,2011,Y15-64,PC,ED0-2,25.4,
T,NO,2011,Y15-64,PC,ED3-8,74.6,
T,NO,2011,Y15-64,PC,ED3_4,42.5,
T,NO,2011,Y15-64,PC,ED5-8,32.1,
T,NO,2012,Y15-64,PC,ED0-2,24.5,
T,NO,2012,Y15-64,PC,ED3-8,75.5,
T,NO,2012,Y15-64,PC,ED3_4,42.4,
T,NO,2012,Y15-64,PC,ED5-8,33.0,
T,NO,2013,Y15-64,PC,ED0-2,23.6,
T,NO,2013,Y15-64,PC,ED3-8,76.4,
T,NO,2013,Y15-64,PC,ED3_4,42.2,
T,NO,2013,Y15-64,PC,ED5-8,34.2,
T,NO,2014,Y15-64,PC,ED0-2,24.6,b
T,NO,2014,Y15-64,PC,ED3-8,75.4,b
T,NO,2014,Y15-64,PC,ED3_4,39.3,b
T,NO,2014,Y15-64,PC,ED5-8,36.1,b
T,NO,2015,Y15-64,PC,ED0-2,24.3,
T,NO,2015,Y15-64,PC,ED3-8,75.7,
T,NO,2015,Y15-64,PC,ED3_4,38.9,
T,NO,2015,Y15-64,PC,ED5-8,36.7,
T,CH,2006,Y15-64,PC,ED0-2,21.9,
T,CH,2006,Y15-64,PC,ED3-8,78.1,
T,CH,2006,Y15-64,PC,ED3_4,52.9,
T,CH,2006,Y15-64,PC,ED5-8,25.2,
T,CH,2007,Y15-64,PC,ED0-2,21.1,
T,CH,2007,Y15-64,PC,ED3-8,78.9,
T,CH,2007,Y15-64,PC,ED3_4,52.3,
T,CH,2007,Y15-64,PC,ED5-8,26.5,
T,CH,2008,Y15-64,PC,ED0-2,20.4,
T,CH,2008,Y15-64,PC,ED3-8,79.6,
T,CH,2008,Y15-64,PC,ED3_4,51.1,
T,CH,2008,Y15-64,PC,ED5-8,28.5,
T,CH,2009,Y15-64,PC,ED0-2,20.5,
T,CH,2009,Y15-64,PC,ED3-8,79.5,
T,CH,2009,Y15-64,PC,ED3_4,49.9,
T,CH,2009,Y15-64,PC,ED5-8,29.6,
T,CH,2010,Y15-64,PC,ED0-2,20.8,
T,CH,2010,Y15-64,PC,ED3-8,79.2,
T,CH,2010,Y15-64,PC,ED3_4,49.3,
T,CH,2010,Y15-64,PC,ED5-8,30.0,
T,CH,2011,Y15-64,PC,ED0-2,20.8,
T,CH,2011,Y15-64,PC,ED3-8,79.2,
T,CH,2011,Y15-64,PC,ED3_4,49.2,
T,CH,2011,Y15-64,PC,ED5-8,30.0,
T,CH,2012,Y15-64,PC,ED0-2,19.9,
T,CH,2012,Y15-64,PC,ED3-8,80.1,
T,CH,2012,Y15-64,PC,ED3_4,48.9,
T,CH,2012,Y15-64,PC,ED5-8,31.2,
T,CH,2013,Y15-64,PC,ED0-2,19.0,
T,CH,2013,Y15-64,PC,ED3-8,81.0,
